Full Name,Year,Nationality,Gender,Type of Death,Status,Job,Employed as,Organizations,Coverage,Medium,Local or Foreign?,Source of Fire,Motive Confirmed,tortured,captive,threatened,photoUrl,photoCredit
Nicanor Linhares Batista,2003,Brazil,Male,Murder,Confirmed,"Columnist/Commentator,Publisher/Owner",Staff,Rádio Vale do Jaguaribe,Corruption,Radio,Local,Government Officials,Confirmed,No,No,Yes,,
Noel Villarante,2003,Philippines,Male,Murder,Confirmed,"Broadcast Reporter,Print Reporter",Staff,DZJV Radio and Laguna Score,"Corruption,Crime","Print,Radio",Local,Government Officials,Confirmed,No,No,Yes,,
Parvaz Mohammed Sultan,2003,India,Male,Murder,Confirmed,Editor,Staff,News and Feature Alliance,Politics,Print,Local,,Confirmed,No,No,No,,
Paul Moran,2003,,Male,Crossfire,Confirmed,Camera Operator,Freelance,freelance,War,Television,Foreign,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/paul_moran_iraq_2003.jpg,
Richard Wild,2003,,Male,Murder,Confirmed,Camera Operator,Freelance,freelance,War,Television,Foreign,,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/richard_wild_iraq_2003.jpg,
Rico Ramirez,2003,Philippines,Male,Murder,Confirmed,Broadcast Reporter,Staff,DXSF Radio,"Corruption,Crime",Radio,Local,Criminal Group,Confirmed,No,Yes,No,,
Satoru Someya,2003,Japan,Male,Murder,Confirmed,Print Reporter,Freelance,freelance,Crime,Print,Local,Local Residents,Confirmed,No,Yes,No,,
Taras Protsyuk,2003,Iraq,Male,Crossfire,Confirmed,Camera Operator,Staff,Reuters,War,Television,Local,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/taras_protsyuk_iraq_2003.jpg,
Tareq Ayyoub,2003,,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Al-Jazeera,War,Television,Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/tareq_ayyoub_iraq_2003.jpg,
Terry Lloyd,2003,,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,ITV News,War,Television,Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/terry_lloyd_iraq_2003.jpg,
Yuri Shchekochikhin,2003,Russia,Male,Murder,Confirmed,"Editor,Print Reporter",Staff,Novaya Gazeta,"Corruption,Human Rights,War",Print,Local,Government Officials,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/yuri_shchekochikhin_russia_2003.jpg,(AFP/Tim Sloan)
Zahra Kazemi,2003,,Female,Murder,Confirmed,Photographer,Freelance,freelance,Human Rights,Print,Foreign,Government Officials,Confirmed,Yes,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/zahra_kazemi_iran_2003.jpg,
Daniel Pearl,2002,USA,Male,Murder,Confirmed,Print Reporter,Staff,The Wall Street Journal,Politics,Print,Foreign,Political Group,Confirmed,Yes,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/daniel_pearl_pakistan_2002.jpg,
Domingos Sávio Brandão Lima Júnior,2002,Brazil,Male,Murder,Confirmed,Columnist/Commentator,Staff,Folha do Estado,"Corruption,Crime,Politics",Print,Local,Criminal Group,Confirmed,No,No,No,,
Edgar Damalerio,2002,Philippines,Male,Murder,Confirmed,"Columnist/Commentator,Editor",Staff,Zamboanga Scribe and DXKP Radio,"Corruption,Crime","Print,Radio",Local,Government Officials,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/damalerio.Phils.2002.jpg,
Efraín Varela Noriega,2002,Colombia,Male,Murder,Confirmed,Columnist/Commentator,Staff,Radio Meridiano-70,Human Rights,Radio,Local,Paramilitary Group,Confirmed,No,No,Yes,,
Harunur Rashid,2002,Bangladesh,Male,Murder,Confirmed,Print Reporter,Staff,Dainik Purbanchal,"Corruption,Crime",Print,Local,Political Group,Confirmed,No,No,Yes,,
Héctor Sandoval,2002,Colombia,Male,Crossfire,Confirmed,Camera Operator,Staff,RCN Televisión,War,Television,Local,Military Officials,Confirmed,,,,,
Imad Abu Zahra,2002,Israel and the Occupied Palestinian Territory,Male,Crossfire,Confirmed,Photographer,Freelance,freelance,War,Print,Local,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/imad_abu_zahra_palestine_2002.jpg,
Issam Tillawi,2002,Israel and the Occupied Palestinian Territory,Male,Dangerous Assignment,Confirmed,Broadcast Reporter,Staff,Voice of Palestine,Human Rights,Radio,Local,Military Officials,Confirmed,,,,,
Jimmy Higenyi,2002,Uganda,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,United Media Consultants and Trainers,Human Rights,Print,Local,Military Officials,Confirmed,,,,,
Jorge Ibraín Tortoza Cruz,2002,Venezuela,Male,Dangerous Assignment,Confirmed,Photographer,Staff,2001,Human Rights,Print,Local,Military Officials,Confirmed,,,,,
Natalya Skryl,2002,Russia,Female,Murder,Confirmed,Print Reporter,Staff,Nashe Vremya,"Business,Corruption",Print,Local,,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/natalya_skryl_russia_2002.jpg,
Nava Raj Sharma,2002,Nepal,Male,Murder,Confirmed,Editor,Staff,Kadam,"Culture,Human Rights,Politics,War",Print,Local,Political Group,Confirmed,No,Yes,No,,
Orlando Sierra Hernández,2002,Colombia,Male,Murder,Confirmed,"Columnist/Commentator,Editor",Staff,La Patria,Crime,Print,Local,Government Officials,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/Hernandez.Colombia.2002.jpg,La Patria
Raffaele Ciriello,2002,,Male,Crossfire,Confirmed,Photographer,Freelance,Freelancer,War,Print,Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/raffaele_ciriello_pakistan_2002.jpg,
Ram Chander Chaterpatti,2002,India,Male,Murder,Confirmed,Editor,Staff,Poora Sach,Crime,Print,Local,Political Group,Confirmed,No,No,No,,
Roddy Scott,2002,,Male,Crossfire,Confirmed,"Broadcast Reporter,Camera Operator",Freelance,Frontline,War,Television,Foreign,Military Officials,Confirmed,,,,,
Shahid Soomro,2002,Pakistan,Male,Murder,Confirmed,Print Reporter,Staff,Kawish,Human Rights,Print,Local,Government Officials,Confirmed,No,No,No,,
Shukur Hossain,2002,Bangladesh,Male,Murder,Confirmed,Print Reporter,Staff,Anirban,"Corruption,Crime",Print,Local,Political Group,Confirmed,No,Yes,No,,
Sonny Alcantara,2002,Philippines,Male,Murder,Confirmed,"Broadcast Reporter,Editor",Staff,"""Quo Vadis San Pablo"" and Kokus",Corruption,"Print,Television",Local,Government Officials,Confirmed,No,No,No,,
Tim Lopes,2002,Brazil,Male,Murder,Confirmed,Broadcast Reporter,Staff,TV Globo,Crime,Television,Local,Criminal Group,Confirmed,Yes,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Lopes_Brazil_2002.jpg,AFP
Valery Ivanov,2002,Russia,Male,Murder,Confirmed,Editor,Staff,Tolyatinskoye Obozreniye,"Corruption,Crime",Print,Local,Criminal Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Valery%252520Ivanov.Russia.a.2002.jpg,CJES
Adel Zerrouk,2001,Algeria,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,Al-Rai,Human Rights,Print,Local,Political Group,Confirmed,,,,,
Azizullah Haidari,2001,Afghanistan,Male,Murder,Confirmed,Photographer,Staff,Reuters,War,Print,Local,Paramilitary Group,Confirmed,No,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/azizullah_haidari_afghanistan_2001.jpg,
Brignol Lindor,2001,Haiti,Male,Murder,Confirmed,"Columnist/Commentator,Producer",Staff,Radio Echo 2000,"Human Rights,Politics",Radio,Local,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/brignol_lindor_haiti_2001.jpg,
Candelario Cayona,2001,Philippines,Male,Murder,Confirmed,Columnist/Commentator,Staff,Radio DXLL,"Human Rights,Politics,War",Radio,Local,Political Group,Confirmed,No,No,Yes,,
Eduard Markevich,2001,Russia,Male,Murder,Confirmed,"Editor,Publisher/Owner",Staff,Novy Reft,"Corruption,Politics",Print,Local,Government Officials,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/eduard_markevich_russia_2001.jpg,
Fadila Nejma,2001,Algeria,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,Echourouk,Human Rights,Print,Local,Political Group,Confirmed,,,,,
Feng Zhaoxia,2001,China,Male,Murder,Confirmed,Print Reporter,Staff,Gejie Daobao,"Corruption,Crime",Print,Local,Government Officials,Confirmed,No,Yes,Yes,,
Flavio Bedoya,2001,Colombia,Male,Murder,Confirmed,Print Reporter,Staff,Voz,"Human Rights,Politics",Print,Local,Paramilitary Group,Confirmed,No,No,No,,
Georgy Sanaya,2001,Georgia,Male,Murder,Confirmed,Broadcast Reporter,Staff,Rustavi-2,"Corruption,Politics",Television,Local,Criminal Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/sanaya-georgia.2001.CJES.jpg,CJES
Gundars Matiss,2001,Latvia,Male,Murder,Confirmed,Print Reporter,Staff,Kurzeme Vards,Crime,Print,Local,Criminal Group,Confirmed,No,No,No,,
Harry Burton,2001,,Male,Murder,Confirmed,Camera Operator,Staff,Reuters Television,War,Television,Foreign,Paramilitary Group,Confirmed,No,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/harry_burton_afghanistan_2001.jpg,
Igor Aleksandrov,2001,Ukraine,Male,Murder,Confirmed,Producer,Staff,Tor,"Corruption,Crime",Television,Local,Government Officials,Confirmed,No,No,No,,
Johanne Sutton,2001,,Female,Crossfire,Confirmed,Broadcast Reporter,Staff,Radio France Internationale,War,Radio,Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/johanne_sutton_afghanistan_2001.jpg,
Jorge Enrique Urbano Sánchez,2001,Colombia,Male,Murder,Confirmed,Broadcast Reporter,Staff,Mar Estéreo,Crime,Radio,Local,Criminal Group,Confirmed,No,No,Yes,,
Jorge Mynor Alegría Armendáriz,2001,Guatemala,Male,Murder,Confirmed,Broadcast Reporter,Staff,Radio Amatique,Corruption,Radio,Local,Government Officials,Confirmed,No,No,Yes,,
José Duviel Vásquez Arias,2001,Colombia,Male,Murder,Confirmed,"Broadcast Reporter,Editor",Staff,La Voz de la Selva,Corruption,Radio,Local,Paramilitary Group,Confirmed,No,No,Yes,,
José Luis Ortega Mata,2001,Mexico,Male,Murder,Confirmed,Editor,Staff,Semanario de Ojinaga,"Corruption,Crime",Print,Local,Criminal Group,Confirmed,No,No,Yes,,
Juan Carlos Encinas,2001,Bolivia,Male,Dangerous Assignment,Confirmed,Print Reporter,Freelance,Freelancer,Human Rights,Print,Local,Political Group,Confirmed,,,,,
Julio Fuentes,2001,,Male,Murder,Confirmed,Print Reporter,Staff,El Mundo,War,Print,Foreign,Paramilitary Group,Confirmed,No,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/julio_fuentes_afghanistan_2001.jpg,
Kaset Puengpak,2001,Thailand,Male,Murder,Confirmed,Print Reporter,Freelance,Thai Rath,"Corruption,Crime",Print,Local,Government Officials,Confirmed,No,No,No,,
Kerem Lawton,2001,,Male,Crossfire,Confirmed,Producer,Staff,Associated Press Television News,War,Television,Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/kerem_lawton_yugoslavia_2001.jpg,
Marc Brunereau,2001,,Male,Crossfire,Confirmed,Print Reporter,Freelance,freelance,War,Print,Foreign,Military Officials,Confirmed,,,,,
Maria Grazia Cutuli,2001,,Female,Murder,Confirmed,Print Reporter,Staff,Corriere della Serra,War,Print,Foreign,Paramilitary Group,Confirmed,No,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/maria_grazia_cutuli_afghanistan_2001.jpg,
Martin O'Hagan,2001,,Male,Murder,Confirmed,Print Reporter,Staff,Sunday World,"Corruption,Crime,War",Print,Foreign,Paramilitary Group,Confirmed,No,No,Yes,,
Milan Pantic,2001,Yugoslavia,Male,Murder,Confirmed,Print Reporter,Staff,Vecernje Novosti,"Business,Corruption,Crime",Print,Local,,Confirmed,No,No,Yes,,
Moolchand Yadav,2001,India,Male,Murder,Confirmed,Print Reporter,Freelance,Freelance,"Business,Corruption",Print,Local,Criminal Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/moolchand_yadav_india_2001.jpg,
Muhammad al-Bishawi,2001,Israel and the Occupied Palestinian Territory,Male,Crossfire,Confirmed,Print Reporter,Staff,"Najah Press Office, IslamOnline",Politics,"Print,Internet",Local,Military Officials,Confirmed,,,,,
Nahar Ali,2001,Bangladesh,Male,Murder,Confirmed,Print Reporter,Staff,Anirban,"Business,Corruption,Crime",Print,Local,Government Officials,Confirmed,No,Yes,No,,
Parmenio Medina Pérez,2001,Costa Rica,Male,Murder,Confirmed,Producer,Staff,"""La Patada""",Corruption,Radio,Local,,Confirmed,No,No,Yes,,
Pierre Billaud,2001,,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Radio Télévision Luxembourg,War,Radio,Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/pierre_billaud_afghanistan_2001.jpg,
Robert Stevens,2001,USA,Male,Murder,Confirmed,Editor,Staff,The Sun,Culture,Print,Local,Local Residents,Confirmed,No,No,No,,
Roland Ureta,2001,Philippines,Male,Murder,Confirmed,Broadcast Reporter,Staff,Radio DYKR,"Corruption,Crime",Radio,Local,Criminal Group,Confirmed,No,No,No,,
Salvador Medina Velázquez,2001,Paraguay,Male,Murder,Confirmed,Producer,Staff,FM Ñemity,"Corruption,Crime",Radio,Local,Criminal Group,Confirmed,No,No,No,,
Ulf Strömberg,2001,,Male,Murder,Confirmed,Camera Operator,Staff,TV4,War,Television,Foreign,Criminal Group,Confirmed,No,No,No,,
Volker Handloik,2001,,Male,Crossfire,Confirmed,Print Reporter,Freelance,freelance reporter,War,Print,Foreign,Military Officials,Confirmed,,,,,
William Biggart,2001,,Male,Dangerous Assignment,Confirmed,Photographer,Freelance,freelance,Crime,Print,Foreign,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/Biggart.US.2001.1.jpg,Photo Tom McKitterick
Withayut Sangsopit,2001,Thailand,Male,Murder,Confirmed,Broadcast Reporter,Freelance,Freelancer,"Business,Corruption",Radio,Local,Government Officials,Confirmed,No,No,Yes,,
Ahmed Kafi Awale,2000,Somalia,Male,Dangerous Assignment,Confirmed,Broadcast Reporter,Staff,Radio of the Somali People,,Radio,Local,Criminal Group,Confirmed,,,,,
Aleksandr Yefremov,2000,Russia,Male,Crossfire,Confirmed,Photographer,Staff,Nashe Vremya,War,Print,Local,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/yefremov-russia.2000.CJES.jpg,
Alfredo Abad López,2000,Colombia,Male,Murder,Confirmed,Producer,Staff,La Voz de la Selva,"Corruption,Human Rights,Politics",Radio,Local,Paramilitary Group,Confirmed,No,No,Yes,,
Carlos Cardoso,2000,Mozambique,Male,Murder,Confirmed,Editor,Staff,Metical,"Business,Corruption,Crime",Print,Local,Criminal Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/cardoso_mozambique_2000.jpg,
Georgy Gongadze,2000,Ukraine,Male,Murder,Confirmed,Editor,Staff,Ukrainska Pravda,Corruption,Internet,Local,Government Officials,Confirmed,Yes,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Gongadze.Ukraine.2000.ap.jpg,AP
Gustavo Rafael Ruiz Cantillo,2000,Colombia,Male,Murder,Confirmed,Broadcast Reporter,Staff,Radio Galeón,"Crime,Politics",Radio,Local,Paramilitary Group,Confirmed,No,No,Yes,,
Igor Domnikov,2000,Russia,Male,Murder,Confirmed,"Editor,Print Reporter",Staff,Novaya Gazeta,"Business,Corruption,Culture",Print,Local,Criminal Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/igor_domnikov_russia_2000.jpg,
Jean Léopold Dominique,2000,Haiti,Male,Murder,Confirmed,"Columnist/Commentator,Publisher/Owner",Staff,Radio Haïti Inter,Politics,Radio,Local,,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/jean_leopold_dominique_haiti_2000.jpg,
José Luis López de la Calle,2000,Spain,Male,Murder,Confirmed,Print Reporter,Staff,El Mundo,Politics,Print,Local,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/jose_luis_lopez_de_la_calle_spain_2000.jpg,
Juan Camilo Restrepo Guerra,2000,Colombia,Male,Murder,Confirmed,Producer,Staff,Radio Galaxia Estéreo,Corruption,Radio,Local,Government Officials,Confirmed,No,No,No,,
Julio César Da Rosa,2000,Uruguay,Male,Murder,Confirmed,,Staff,Radio del Centro,Corruption,Radio,Local,Government Officials,Confirmed,No,No,No,,
Kurt Schork,2000,,Male,Crossfire,Confirmed,Print Reporter,Staff,Reuters,War,Print,Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/kurt_schork_sierra-leone_2000.jpg,Reuters
Miguel Gil Moreno de Mora,2000,,Male,Crossfire,Confirmed,Camera Operator,Staff,The Associated Press,War,Television,Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/Gil.Sierra.Leone.2000.1.jpg,AP
Mir Illias Hossain,2000,Bangladesh,Male,Murder,Confirmed,"Columnist/Commentator,Editor",Staff,Dainik Bir Darpan,Politics,Print,Local,Political Group,Confirmed,No,No,No,,
Mylvaganam Nimalarajan,2000,Sri Lanka,Male,Murder,Confirmed,"Broadcast Reporter,Print Reporter",Staff,"BBC, Virakesari, Ravaya",Corruption,"Print,Radio",Local,Government Officials,Confirmed,No,No,No,,
Olimpio Jalapit Jr.,2000,Philippines,Male,Murder,Confirmed,Columnist/Commentator,Staff,DXPR Radio,"Corruption,Crime",Radio,Local,,Confirmed,No,No,Yes,,
Pradeep Bhatia,2000,India,Male,Dangerous Assignment,Confirmed,Photographer,Staff,The Hindustan Times,War,Print,Local,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/pradeep_bhatia_india_2000.jpg,
Roberto Martínez,2000,Guatemala,Male,Dangerous Assignment,Confirmed,Photographer,Staff,Prensa Libre,Human Rights,Print,Local,Paramilitary Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/roberto_mart%2525C3%2525ADnez_guatemala_2000.jpg,
Saoman Conteh,2000,Sierra Leone,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,New Tablet,Human Rights,Print,Local,Paramilitary Group,Confirmed,,,,,
Shamsur Rahman,2000,Bangladesh,Male,Murder,Confirmed,"Broadcast Reporter,Print Reporter",Freelance,Janakantha,Crime,"Print,Radio",Local,Criminal Group,Confirmed,No,No,Yes,,
Sufi Mohammad Khan,2000,Pakistan,Male,Murder,Confirmed,Print Reporter,Staff,Ummat,Crime,Print,Local,Criminal Group,Confirmed,No,No,Yes,,
Vincent Rodriguez,2000,Philippines,Male,Dangerous Assignment,Confirmed,Broadcast Reporter,Staff,DZMM Radio,"Human Rights,Politics",Radio,Local,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/rodriguez_mexico_2008.jpg,
Vladimir Yatsina,2000,Russia,Male,Murder,Confirmed,Photographer,Staff,ITAR-TASS,War,Print,Local,Political Group,Confirmed,Yes,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/vladimir_yatsina_russia_2000.jpg,
Zezinho Cazuza,2000,Brazil,Male,Murder,Confirmed,Broadcast Reporter,Staff,Rádio Xingó FM,Corruption,Radio,Local,Government Officials,Confirmed,No,No,Yes,,
Abdulai Jumah Jalloh,1999,Sierra Leone,Male,Murder,Confirmed,Editor,Staff,African Champion,War,Print,Local,Military Officials,Confirmed,No,No,No,,
Agus Muliawan,1999,East Timor,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,Asia Press International,War,Print,Local,Paramilitary Group,Confirmed,,,,,
Ahmet Taner Kislali,1999,Turkey,Male,Murder,Confirmed,Columnist/Commentator,Staff,Cumhuriyet,Politics,Print,Local,Political Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Ahmet_Taner.Turkey.1999.jpg,IPI
Alpha Amadu Bah,1999,Sierra Leone,Male,Murder,Confirmed,Print Reporter,Staff,Independent Observer,"Culture,Sports",Print,Local,Political Group,Confirmed,No,No,No,,
Anura Priyantha,1999,Sri Lanka,Male,Dangerous Assignment,Confirmed,Technician,Staff,Independent Television Network,Politics,Television,Local,Political Group,Confirmed,,,,,
Conrad Roy,1999,Sierra Leone,Male,Dangerous Assignment,Confirmed,Editor,Staff,Expo Times,Politics,Print,Local,Military Officials,Confirmed,,,,,
Fidelis Ikwuebe,1999,Nigeria,Male,Murder,Confirmed,Print Reporter,Freelance,Freelancer,Human Rights,Print,Local,Military Officials,Confirmed,No,Yes,No,,
Gabriel Gruener,1999,,Male,Crossfire,Confirmed,Print Reporter,Staff,Stern,War,Print,Foreign,Paramilitary Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/gabriel_gruener_kosovo_1999.jpg,
Guzmán Quintero Torres,1999,Colombia,Male,Murder,Confirmed,Editor,Staff,El Pilón,"Corruption,Crime,Human Rights,Politics",Print,Local,Paramilitary Group,Confirmed,No,No,No,,
Hernando Rangel Moreno,1999,Colombia,Male,Murder,Confirmed,"Broadcast Reporter,Print Reporter",Freelance,Freelancer,Corruption,"Print,Radio",Local,Government Officials,Confirmed,No,No,Yes,,
Ilan Roeh,1999,,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,Israel Radio,War,Radio,Foreign,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/ilan_roeh_lebanon_1999.jpg,
Indika Pathinivasan,1999,Sri Lanka,Male,Dangerous Assignment,Confirmed,Technician,Staff,Maharaja Television Network,Politics,Television,Local,,Confirmed,,,,,
Jaime Garzón,1999,Colombia,Male,Murder,Confirmed,Columnist/Commentator,Staff,"Radionet, Caracol Noticias",Politics,"Radio,Television",Local,Paramilitary Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/jaime_garzon_colombia_1999.jpg,
James Ogogo,1999,Sierra Leone,Male,Murder,Confirmed,Print Reporter,Staff,Concord Times,War,Print,Local,Political Group,Confirmed,No,Yes,No,,
"Jenner ""J.C."" Cole",1999,Sierra Leone,Male,Murder,Confirmed,Columnist/Commentator,Staff,SKY-FM,War,Radio,Local,Political Group,Confirmed,No,Yes,Yes,,
Mabay Kamara,1999,Sierra Leone,Male,Murder,Confirmed,Print Reporter,Freelance,Freelancer,War,Print,Local,Political Group,Confirmed,No,Yes,No,,
Mohammed Kamara,1999,Sierra Leone,Male,Murder,Confirmed,Broadcast Reporter,Staff,SKY-FM,Politics,Radio,Local,Political Group,Confirmed,No,No,No,,
Munir Turay,1999,Sierra Leone,Male,Murder,Confirmed,"Broadcast Reporter,Print Reporter",Freelance,freelance,War,"Print,Radio",Local,Political Group,Confirmed,No,No,No,,
Myles Tierney,1999,,Male,Crossfire,Confirmed,Producer,Staff,Associated Press Television News,War,Television,Foreign,Political Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/myles_tierney_sierra-leone_1999.jpg,
Pablo Emilio Medina Motta,1999,Colombia,Male,Crossfire,Confirmed,Camera Operator,Staff,TV Garzón,War,Television,Local,Political Group,Confirmed,,,,,
Paul Mansaray,1999,Sierra Leone,Male,Murder,Confirmed,Editor,Staff,Standard Times,,Print,Local,Political Group,Confirmed,No,No,No,,
Ramzan Mezhidov,1999,Russia,Male,Crossfire,Confirmed,Camera Operator,Freelance,TV Tsentr,War,Television,Local,Military Officials,Confirmed,,,,,
Ricardo Gangeme,1999,Argentina,Male,Murder,Confirmed,"Editor,Publisher/Owner",Staff,El Informador Chubutense,"Business,Corruption,Crime",Print,Local,,Confirmed,No,No,No,,
Rodolfo Julio Torres,1999,Colombia,Male,Murder,Confirmed,Broadcast Reporter,Staff,Emisora Fuentes,"Crime,Politics",Radio,Local,Paramilitary Group,Confirmed,No,Yes,Yes,,
Sam Nimfa-Jan,1999,Nigeria,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,Details,Human Rights,Print,Local,Political Group,Confirmed,,,,,
Samson Boyi,1999,Nigeria,Male,Crossfire,Confirmed,Photographer,Staff,The Scope,Politics,Print,Local,,Confirmed,,,,,
Sander Thoenes,1999,Netherlands,Male,Murder,Confirmed,Print Reporter,Freelance,Freelancer,War,Print,Foreign,Military Officials,Confirmed,Yes,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/sander_thoenes_east-timor_1999.jpg,
Shamil Gigayev,1999,Russia,Male,Crossfire,Confirmed,Camera Operator,Staff,Nokh Cho TV,War,Television,Local,Military Officials,Confirmed,,,,,
Shao Yunhuan,1999,,Male,Crossfire,Confirmed,Print Reporter,Staff,Xinhua News Agency,War,Print,Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/shao_yunhuan_yugoslavia_1999.jpg,
Slavko Curuvija,1999,Yugoslavia,Male,Murder,Confirmed,Publisher/Owner,Staff,"Dnevni Telegraf, Evropljanin","Corruption,Human Rights,Politics",Print,Local,Government Officials,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/slavko_curuvija_yugoslavia_1999.jpg,
Supian Ependiyev,1999,Russia,Male,Crossfire,Confirmed,Print Reporter,Staff,Groznensky Rabochy,War,Print,Local,Military Officials,Confirmed,,,,,
U Hla Han,1999,Myanmar,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,Kyemon,Corruption,Print,Local,Military Officials,Confirmed,,,,,
U Tha Win,1999,Myanmar,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,Kyemon,Corruption,Print,Local,Military Officials,Confirmed,,,,,
Volker Kraemer,1999,,Male,Crossfire,Confirmed,Photographer,Staff,Stern,War,Print,Foreign,Paramilitary Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/volker_kraemer_kosovo_1999.jpg,
Xu Xinghu,1999,,Male,Crossfire,Confirmed,Print Reporter,Staff,The Guangming Daily,War,Print,Foreign,Military Officials,Confirmed,,,,,
Zhu Ying,1999,,Male,Crossfire,Confirmed,Print Reporter,Staff,The Guangming Daily,War,Print,Foreign,Military Officials,Confirmed,,,,,
Abay Hailu,1998,Ethiopia,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,Agiere,"Human Rights,Politics",Print,Local,Government Officials,Confirmed,,,,,
Amparo Leonor Jiménez Pallares,1998,Colombia,Female,Murder,Confirmed,Broadcast Reporter,Staff,"""QAP"" and ""En Vivo""",Human Rights,Television,Local,Paramilitary Group,Confirmed,No,No,Yes,,
Anatoly Levin-Utkin,1998,Russia,Male,Murder,Confirmed,Editor,Staff,Yuridichesky Peterburg Segodnya,"Corruption,Politics",Print,Local,Government Officials,Confirmed,Yes,No,Yes,,
Bernabé Cortés Valderrama,1998,Colombia,Male,Murder,Confirmed,Broadcast Reporter,Staff,Noticias CVN,"Corruption,Crime",Television,Local,Political Group,Confirmed,No,No,Yes,,
Edward Smith,1998,Sierra Leone,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,BBC,War,Radio,Local,Paramilitary Group,Confirmed,,,,,
